provider,email,telephone,website,address
PELITA AKADEMI SDN. BHD.,hra@pelitaakademi.com,60360571590,,
SAFETY TRAINING CONSULTANCY PLT,sivadaskunjan@yahoo.com,60167018566,,
DFZ TALENT IGNITE SDN. BHD.,yblim@seonologies.com,60383119000,,
PH ACADEMY SDN. BHD.,perangsangharmoni@gmail.com,60133682115,,
TADOM HILL LEISURE SDN. BHD.,info@tadomhillresorts.com,60192226622,,
INNOVACIA SDN. BHD.,shahrul@innovacia.com.my,60178818189,,
TALENT POD CONSULTING SDN. BHD.,HELLO@TALENTPOD.COM.MY,60126443260,,
INSTITUTE OF CORPORATE DIRECTORS MALAYSIA,latha@icdm.com.my,60322022022,,
IFCA SOLUTIONS SDN BHD,elainew@ifca.com.my,60378053838,,
THE UAV ACADEMY OF ASIA SDN. BHD.,guangming@droneacademy-asia.com,60102590932,,
MINDA COACHSULTANCY SDN. BHD.,hwl371@gmail.com,60166053463,,
NEXUS LEARNING STUDIO SDN. BHD.,tnafishah@theenglishstudio.com.my,60192200500,,
OCTA PROVIDES SERVICES,octa.provides@gmail.com,60147268330,,
MALAYSIA MICROELECTRONIC SOLUTIONS SDN. BHD.,kartini@my-ms.com,60379312257,,"SUITE B-03-06, BLOCK B, 2ND FLOOR,PHILEO DAMANSARA 1,NO.9, JALAN 16/11,OFF JALAN DAMANSARA,PETALING JAYA,Selangor,Malaysia-46350"
REICH CONSULTANTS CENTRE SDN. BHD.,reichconsultants@gmail.com,60143286578,,
PROMERITUS SDN. BHD.,info@promeritus.com,60123806295,,
MEDIVICE CERTIFICATION SDN. BHD.,info@medivice.org.my,60361504007,,
STRATEGYC LEARNING AND CONSULTING SDN. BHD.,admin@strategyc-c.com,60122336129,,
DREAMFOUNDRY MEDIA SDN. BHD.,yusni.tukangtulis@gmail.com,60192705698,,
THE IBR ASIA GROUP SDN. BHD.,accounts@ibrasiagroup.com,60128208963,,
DCODE ENTREPRENEUR TRAINING SDN. BHD.,YEANNI@DCODE.MY,60176923636,,
QF4 TECH ASIA SDN. BHD.,contactus@qf4academy.asia,60383282036,,
PROTECHNIC HITECH SDN. BHD.,ken@protechnic-hitech.com,60351928995,,
MEDTECQUE SDN. BHD.,ameeralphonso@medtecque.com,60122182108,,
UNISEL SDN. BHD.,training@unisel.edu.my,60178718176,,
MINDMAPPER SOLUTION SDN. BHD.,robert.yong@mindmappersolution.com,60378474157,,
ANUGRAHA LEARNING SOLUTIONS (M) SDN. BHD.,rohin.bimal@alsinternasional.com,60126319545,,
UNIVERSITI TEKNOLOGI MARA (UITM),muhazman@uitm.edu.my,60196102436,,
PMCC-INTERNATIONAL SDN. BHD.,huili@pmcc-corporation.com,60376206136,,
RIGHT TRACK EDUCATION SDN. BHD.,ragu@rtegroup.com.my,60124200961,,
N.SELVAM CONSULT,selvam@nselvam.com,60193336834,,
MICHI GLOBAL SDN. BHD.,admin@cakapjepun.com,60355241708,,
AERORISK SDN. BHD.,dr.maniraj@aerorisk.org.my,60182343926,,
AAA VISION PLT,surainee.wahab@gmail.com,60122042485,,
YOUNG TITANS ENTERPRISE,jaykay.young@gmail.com,6.01111E+11,,
PROBITY ACADEMY PLT,bh88tan@gmail.com,60163456560,,
VELSOFT CONSULTANCY,velsoft@gmx.com,60380216984,,
PETRONAS MANAGEMENT TRAINING SDN. BHD.,grant.plc@petronas.com.my,60387327700,,
SMARTWAY ENRICHMENT SDN. BHD.,studentaffair@smartwayenglish.com.my,60163498335,,
MBAM TRAINING SERVICES SDN BHD,mbam14@mbam.org.my,60124788497,,
THE EQ EDGE SDN. BHD.,sallygoh@theeqedge.com,60374917501,,
GAE RESOURCES SDN. BHD.,haniza@gaeresources.com.my,60123434307,,
ECHOPETRO SDN. BHD.,echopetro.si@gmail.com,6.01123E+11,,
EXECUTIVE RANK (M) SDN. BHD.,amelia@executiverank.co,60178712383,,
DIMENSION TREE RESOURCES,noorazlin@dimensiontree.com,60173034533,,
RPO CONSULTANCY SDN. BHD.,training@rpocsb.com,6.01111E+11,,
LITTLE CALIPHS INTERNATIONAL SDN. BHD.,farihah.fauzi@littlecaliphs.edu.my,60176844318,,
INNOVERCE365 SDN. BHD.,hrdc@innoverce365.com,60378738485,,
HIS TOYYIBA SDN. BHD.,info@halalselangor.com,60358704888,,
GSI SERVICES SDN BHD,sethuraman@gsi.asia,60137295592,,
SUN ADVANTAGE RESOURCES,ssanthanasamy@sunadvantageresources.com,60197304388,,
SURVEILLANCE SYNERGY SDN. BHD.,surveillancesynergy@gmail.com,60380652711,,
WIRTGEN (M) SDN. BHD.,siokping.teh@wirtgen-group.com,60356143761,,
AIRLAB SUBANG SDN. BHD.,info@airlabsubang.com,60378325136,,"SKYPARK REGIONAL AVIATION CENTRE,UNIT OC-05-OC-08,JALAN RIYAL U3/36,BUKIT JELUTONG INDUSTRIAL PARK,SHAH ALAM,Selangor,Malaysia-40150"
LEMBAGA HASIL DALAM NEGERI MALAYSIA (AKADEMI PERCUKAIAN MALAYSIA),izziehadzree@HASIL.GOV.MY,60192830011,,
PUSAT LATIHAN PENGAJAR DAN KEMAHIRAN LANJUTAN (CIAST),info@ciast.gov.my,60355438200,,
PRESOFT (M) SDN. BHD.,orders@presoft.com.my,60380682556,,
ABYF SDN. BHD.,abyf.academy@gmail.com,60146693134,,
MEDICSKILLS SDN. BHD.,admin@medicskillssb.com,60378808730,,
TMC DEVELOPMENT PLT,tmc.slpm@gmail.com,60135334694,,
EVEREST 23 PROFESSIONAL SOLUTIONS SDN. BHD.,eve@everest23.com.my,60123782311,,
INNOVATION BUSINESS EXCELLENCE,abrazako@gmail.com,60193888286,,
ASK EDUCATION & TRAINING SDN. BHD.,sherryann.daniel@gmail.com,60192282303,,
MONASH UNIVERSITY MALAYSIA SDN. BHD.,shaun.choi@monash.edu,60355146000,,
NUSMAN DEVELOPMENT AND CONSULTANCY,nusmandc@hotmail.com,60126178921,,
D CAIRE SDN. BHD.,dcairefoodacademy@yahoo.com,60192280558,,
ANNIE VENTURES,annieventuressales@gmail.com,60162470606,,
ADS GLOBAL SSO SDN. BHD.,margaret.tham@adynamics.com.my,60377109396,,
AD TRAINING & CONSULTANCY,nurdalila.ismail@adtac.co,60132228584,,
HALLBAR SDN. BHD.,info@hallbar.com.my,60374965836,,
PLAIN LANGUAGE SOLUTIONS PLT,geoff@pls-asia.com,60122082250,,
SANDFIL INTERNATIONAL (M) SDN. BHD.,admin@sandfil.com,60123088080,,
WORLD EDUCATION PLACEMENT SERVICES SDN. BHD.,roslina@weps.com.my,60193801765,,
KONECRANES MATERIAL HANDLING (MALAYSIA) SDN. BHD.,natasha.adnan@konecranes.com,60333457882,,
DT LEADERSHIP SDN. BHD.,dtworks@designthinking.com.my,60172410512,,
CSS QUALITY MASTERY ENTERPRISE,chewshihshiuan@yahoo.com,60125226211,,
JUNZO SDN. BHD.,yvonne@junzo.my,60380733787,,
KAWASAKI GAS TURBINE ASIA SDN. BHD.,ym.tan@kga.com.my,60358700300,,
EMERGENCY MEDICAL SERVICES & EQUIPMENTS,emergency_mse@hotmail.com,60123564420,,
MYPOTENTIAL COACHING AND CONSULTANCY PLT,arasu@mypotential.com.my,60129273633,,
REDEFINE LEARNING ASIA PLT,jegan@redefinelearning.asia,60162456879,,
METAMORFOSA SDN. BHD.,KUDSIAKAHAR@GMAIL.COM,60122061171,,
ROBOLAB TECHNOLOGY SDN. BHD.,cheefaitan@gmail.com,60193810189,,
ALLIED INTELLIGENCE ENTERPRISE,aizad.alliedintelligence@gmail.com,60136650474,,
LITHAN ACADEMY SDN. BHD.,azizah@educlaas.com,60183994391,,
BIG THREE ACADEMY,bigthreeacademy@gmail.com,60126666607,,
ATAC ACADEMY SDN. BHD.,atacacademy.consultancy@gmail.com,6.01116E+11,,
HALALAN QUALITY CONSULTANCY PLT,halalanquality@gmail.com,30199929115,,
MULTI SKILLS RESOURCES PLT,amukriz@gmail.com,60183774160,,
GLOBAL BUSINESS ACADEMY SDN. BHD. (INTERNATIONAL BUSINESS COLLEGE),janetmathuri@gmail.com,60176046007,,
ADROZ PARAMEDIC RESOURCES,adrozresources@gmail.com,60126590979,,
BLUEPOOL HOLDINGS SDN. BHD.,bluepoolholdings@gmail.com,60356318063,,
NOBEL KONSULT SDN. BHD.,james@nobelkonsult.com.my,60122173690,,
ADVANCE PACT SDN BHD,azman@advancepact.com,60377268632,,
LA MONIQ BEAUTY & SPA,maisarah.hana@yahoo.com,60196137300,,
CHAYOTHO CHAYOLIF SDN. BHD.,angpc@chayotho.com,6.01159E+11,,
SIGMA INFO ANALYTICS DATA SDN. BHD.,nizam@sigmainfoanalytics.com,60380949623,,
EXCEL MINDS CONSULTANCY SDN. BHD.,hello2emc@gmail.com,60123590965,,
PATHWAY LEARNING ACADEMY SDN. BHD.,info@academypathway.com,60162494832,,"A-21-13A, BLOCK A,3 ELEMENTS BUSINESS SUITE,PERSIARAN PUTRA PERMAI SELESA,PUSAT BANDAR PUTRA PERMAI,SERI KEMBANGAN,Selangor,Malaysia-43300"
VELFORD ACADEMY SDN. BHD.,velfordacademy@gmail.com,60358851669,,
EQWIP SDN. BHD.,digital@leaderonomics.com,60356360028,,
GLOBAL HALTECH SDN. BHD.,info@globalhaltech.com,60123701603,,
MQ TRAINING COACHING CONSULTING,koolily@mq.com.my,60193142188,,
WCW ACADEMY SDN. BHD.,wcw@wcwacademy.com,60377258899,,
JOB MOTIVATED TRAINING & CONSULTANCY PLT,jobmotivated@gmail.com,60125703046,,
MMTC ASIA SDN. BHD.,info@mmtc-asia.my,60126463200,,
OMT STANDARD SDN. BHD.,training@omt.com.my,60168513445,,
EXCOMPLIANCE SDN. BHD.,admin@excompliance.com,60173926118,,
BRIGHT FUTURE TRAINING,ibrahimbft@gmail.com,60133365715,,
CTP TRAINING & CONSULTANCY,siti@ctpconsultancy.com.my,60195741201,,
HALL RESOURCES SDN. BHD.,zaher@doorsintl.cc,60350219114,,
AKADEMI ILMU JAYA SDN. BHD.,rajkumarm@akademiilmujaya.com,60149670671,,
OMMTECH DIGITAL MARKETING ACADEMY SDN. BHD.,sales@ommtech.com.my,60162024852,,
TRAINET ENTERPRISE,shane@trainetasia.com,60126886198,,
MSY GLOBAL RESOURCES SDN. BHD.,admin@msy.com,60133632002,,
AWAN TRAINING & CONSULTANCY SDN. BHD.,awanatc19@gmail.com,60123352845,,
KS CONSULTING SOLUTIONS PLT,ksconsultingsol@gmail.com,60173143146,,
REDCUBE SOLUTIONS PLT,redcubesolutionsplt@gmail.com,60122753425,,
DQS CFS CERTIFICATION (M) SDN. BHD.,catherine.khoo@dqs.de,60333423259,,
AIRFOZ RESOURCES,airfoz@gmail.com,60123032989,,
GMP ENVIRONMENTAL CONSULTANTS,gmp_environmentalconsultants@yahoo.com,60102772193,,
REGNER SDN. BHD.,reneeho@regnerconsulting.com,60123196386,,
QUDRAT AURA SDN. BHD.,qudrataura@gmail.com,60173763525,,
THE INSTITUTION OF ENGINEERS MALAYSIA,sec@iem.org.my,60379684001,,
TIMETEC CLOUD SDN. BHD.,hrdf.timetec.hr@timeteccloud.com,60380709933,,
DSY MEDICAL EDUCATION SDN. BHD.,hadiza@scotmed.com.my,60342663682,,
HSE SOLUTIONS SDN. BHD.,academy@gees-group.com,60173776137,,
NHA ACADEMY PLT,noor@nhaacademy.com,60122933500,,
SH RETAIL ACADEMY SDN. BHD.,admin@shra.edu.my,60168109448,,
WATERLOO DESIGN SDN. BHD.,waterloo@waterloodesignmy.com,60355255193,,
IFOCS ENGTECH SDN. BHD.,coordinator@ifocs.com.my,60377346930,,
EMPIRENET VENTURES,empirenetventures@gmail.com,60129002283,,
TRUCKNET ACADEMY SDN. BHD.,trucknet777@hotmail.com,60360922177,,
QUANTUM INNO CREAT SDN. BHD.,solutions@quantuminnocreat.com,60173495546,,
PERMATA BIRU HEALTH CONSULT SDN. BHD.,info@permatabiru.com.my,60380602601,,
LEADERONOMICS SERVICES MALAYSIA SDN. BHD.,training@leaderonomics.com,60136282636,,
SMV GLOBAL ACADEMY (M) SDN. BHD.,smv_pro@yahoo.com,60333433558,,
TERRAMED SDN. BHD.,tenadhayal@terramed.com.my,60350315946,,"LOT 20 & 21, LEVEL MEZZANINE,UOA BUSINESS PARK,NO 1, JALAN PENGATURCARA U1/51A,SEKSYEN U1,SHAH ALAM,Selangor,Malaysia-40150"
MINDOTIVE TRAINING & CONSULTANCY PLT,info@mindotive.com,60389207831,,
PERTUBUHAN KEBAJIKAN DAN TRANSFORMASI SOSIAL SELANGOR DARUL EHSAN,pktssde@gmail.com,60126838476,,
AIM SKILLS DEVELOPMENT & HR CONSULTANCY PLT,info@aimskills.com.my,60123879152,,
AAI GLOBAL TRAINERS SDN. BHD.,norzalilah.global@gmail.com,60127776721,,
PERSATUAN FIRMA-FIRMA AKAUNTAN BERTAULIAH MELAYU MALAYSIA,info@amcaf.com.my,60136630712,,
OEMS INTIPAKAR CORPORATION SDN BHD,tblim@oemscorp.com,60162130999,,
GALAXY ESPIONAGE ENTERPRISE,s.dinepr@gmail.com,60177426010,,
TRAIN CONSULTANCY ASIA SDN. BHD.,james@trainconsultancy.com,60123291038,,
RYNET MALAYSIA SDN. BHD.,contact@rynet.com.my,60376231088,,
LEPAK GYM,lepakgym.hq@gmail.com,60172006551,,
TNB LABS SDN. BHD.,masterclasstraining@tnb.com.my,603-8922 5000,,
SMATRIX CONSULTANCY SDN. BHD.,jasvinder@smatrix.com.my,60122113049,,
GLOBAL SUCCESS LEARNING ACADEMY SDN. BHD.,info@globalsuccesslearning.net,60378736228,,
PEOPLE PROWESS SDN BHD,admin@peopleprowess.com,60167254561,,
ABR BRILLANTE PLT,abrbrillanteplt@gmail.com,60193852746,,
BECKHOFF AUTOMATION SDN. BHD.,finance@beckhoff.com.my,60361513088,,
UNIVERSITI KEBANGSAAN MALAYSIA (UKM),hrd.ukmshape@ukm.edu.my,60143373245,,
ASIF INTERNATIONAL (M) SDN. BHD.,asifashiqa@gmail.com,60380669960,,
TOP ACADEMY SDN. BHD.,lctan@topglove.com.my,60173549539,,
VICTORIA INTERNATIONAL SDN. BHD.,ambika@crestonia.com.my,60123359064,,
AR SKILLS RESOURCES,ar.sr@mail.com,60378315920,,
SUNSHINE SOLUTION,info@sunshinesolution.biz,60124208770,,
MPINGO CONSULTANCY,mpingoconsultancy@yahoo.com,60122993268,,
LA JOISE INDUSTRIES (M) SDN. BHD.,lajoise@yahoo.com,60133061017,,
STK DYNAMIC ENGINEERING (M) SDN. BHD.,training@stkelectronics.com.my,60333233574,,
SPARK ACTIVATORS SDN. BHD.,actionresultscoach@gmail.com,6.01163E+11,,
VISION ALLIANCE HOLDINGS SDN. BHD.,dylanmok@visionalliance.com.my,60172228644,,
SUNWAY R&D SDN. BHD.,danielllw@sunway.edu.my,60162571404,,
DOUBLE EFFECT SDN. BHD.,thetraining4u@gmail.com,60350367065,,
IMPERIUM LEARNING CENTRE SDN. BHD.,labourcourse55@gmail.com,60128409559,,
ASIA LEADERSHIP INITIATIVES SDN. BHD.,luqman.hakim@asialeadership.org,60123455254,,
DNS SECURITY SDN. BHD.,marketing@dnsguards.com.my,60358823060,,
VISAR CORPORATE CONSULTANCY SDN. BHD.,c_mohanst@yahoo.com,60193587003,,
UKM PAKARUNDING SDN. BHD.,ukmp@ukm.edu.my,+603-8921 3142,,
EMPIRE PUTRA COLLEGE SDN. BHD.,empirefaisal@gmail.com,60322011575,,
GLOBALINK TRAINING SDN. BHD.,thinasaravanan17@gmail.com,60192208167,,
GOLDEN TUSKS SDN. BHD.,noriahramlee@yahoo.com,60390213070,,
TBL EDUCATION SDN. BHD.,ANSON@THEBRANDLAUREATE.COM,60129309909,,
RIGIL SERVICES SDN BHD,nadiah@rigilservices.com,60133545048,,
ZAR GROUP BUSINESS VENTURES SDN. BHD.,azham@zarlynx.com,60351317342,,
SHARMA MANAGEMENT INTERNATIONAL SDN.BHD.,jennet@sharma.com.my,60356126230,,
DHS HOSPITALITY ACADEMY SDN. BHD.,drsrikumar.dhs@gmail.com,60333819939,,
MIH GLOBAL INTELLIGENCE SDN. BHD.,roy@mindpower.com.my,60162683119,,
DENTSKILL TRAINING & CONSULTANCY SDN. BHD.,kalaivany.vengu@gmail.com,60122107464,,
ONE LATITUDE ACADEMY SDN. BHD.,onelatitudeacademy@gmail.com,60123699763,,
HALAL DEVELOPMENT CORPORATION BERHAD,training@hdcglobal.com,6.03797E+11,,"5.02,LEVEL 5,,KPMG TOWER,FIRST AVENUE,PERSIARAN BANDAR UTAMA,BANDAR UTAMA,PETALING JAYA,Selangor,Malaysia-47800"
GREENVELL (M) SDN BHD,greenvellmsb@gmail.com,60162044753,,
TAYLOR`S MALAYSIA SDN. BHD.,talent.d@taylors.edu.my,60356295000,,
TAYLOR`S UNIVERSITY SDN. BHD.,talent.d@taylors.edu.my,60356295000,,
DOSHTECH GROUP SDN. BHD.,alwi74@gmail.com,60389128170,,
HASHTAG HUMANKAPITAL SDN. BHD.,enquiry@hashtaghumankapital.my,60127961965,,
LOURDES TRAINING SDN. BHD.,lourdestraining@gmail.com,60173978748,,"C-15-2 TOWER C,PACIFIC TOWERS,JALAN 13/6 ,,SEKSYEN 13,PETALING JAYA,Selangor,Malaysia-46200"
ARCH HR CONSULTING,admin@archconsulting.my,60133503454,,
ALCC MEDIA & CONSULTANCY SDN. BHD.,alccmediasdnbhd@gmail.com,60132893643,,
SCE RESOURCES SDN. BHD.,aqma@schwin.edu.my,60122987603,,
MIDP GROUP SDN. BHD.,info@midp.edu.my,603-2729 3447,,
BEAUTY PRO ACADEMY,beautypro1699@gmail.com,60122283398,,
HST RESOURCES SDN. BHD.,adminhr@hstresources.com,60379320584,,
KNOWLEDGE WORKS SDN. BHD.,admin@knowledgegroupco.com,60164823528,,
TECHCAPITAL RESOURCES SDN. BHD.,info@t-robot.my,60389578395,,
PERSONAL TRANSFORMATION SDN. BHD.,p.transformation@hotmail.my,60126873203,,"LEVEL 1, TOWER BLOCK,UNIVERSITY OF CYBERJAYA,PERSIARAN BESTARI,CYBER 11,CYBERJAYA,Selangor,Malaysia-63000"
MOGUL WORKS SDN. BHD.,finance@mogul.com.my,60379560900,,
TALRESO CONSULTANCY AND ADVISORY SDN. BHD.,deva@talreso.com,60196213839,,
AEU SPEED SDN. BHD.,speed@aeu.edu.my,60350223459,,
SILVER SPOON RESOURES SDN. BHD.,rodneylai@silverspoon.edu.my,60122351366,,
MINDSIGHTS SDN. BHD.,mindsights.consulting@gmail.com,6.0114E+11,,
EASY CONSULTING SDN. BHD.,info@easy-consulting.co,60379602528,,
ISMART GLOBAL PLT,drrazali@training-malaysia.com.my,60193338484,,
SQUARECLOUD (MALAYSIA) SDN. BHD.,admin@squarecloud.asia,60374972558,,
CAS ACADEMY SDN. BHD.,casacademyinfo@cas.net.my,60380748815,,
FOCUS PHILOSOPHY SDN. BHD.,daveken88@outlook.com,60123025760,,
TRINITY HUB,chinnie88@gmail.com,6.03012E+12,,
CEMERLANG SERI MDR SDN. BHD.,cemserimdr@gmail.com,60133505510,,
WISDOM SANCTUARY,brianthiaga@brianthiaga.com,60192717184,,
PROFIT SIMULATOR CONSULTANCY SDN. BHD.,daman.aurelian@gmail.com,60178780152,,
SOCIOLYTICS SDN. BHD.,admin@sociolytics.com.my,60376221734,,
MTBM GROUP SDN. BHD.,info@mtbmgroup.com,60380228330,,
I DIVERS SDN. BHD.,muhamadbinabdullah@gmail.com,60193641643,,
RW WILLIAM ADVISORY PLT,rwadvisory2019@gmail.com,60378053859,,
SCS EDUCATION SDN. BHD.,enquiry@mttc.edu.my,60379313139,,
NM RICH RESOURCES,nmrichresources@gmail.com,60192924276,,
THE ACADEMY OF RISK MANAGEMENT MALAYSIA BERHAD,training@arimmalaysia.com,60199934322,,
ARENA ROZZAQ SDN BHD,arenarozzaq@gmail.com,60122228521,,
K & A APPLIED PSYCHOLOGY CONSULTANCY,kaappliedpsychologyconsultancy@gmail.com,60126431220,,
KNOWLEDGE 4U ASIA SDN. BHD.,training@knowledge4uasia.com,60386883858,,
VIGILANT ASIA (M) SDN. BHD.,saifuddin.hussein@vigilantasia.com.my,60358702252,,
AVERNOBLE SDN. BHD.,anusia@avernoble.com,60129182406,,
MITRACOMMS SOLUTIONS,suren.blink@gmail.com,60123651000,,
LIVING ACADEMY SDN. BHD.,livingacademy2020@gmail.com,60378428622,,
WELLNESS WAY SDN. BHD.,wellnesswaykk@gmail.com,60109334032,,
EQUICK LEARN SDN. BHD.,karen.ho@equicklearn.com,60129035845,,
VENTURA M&C SDN. BHD.,bhagwans.ibs@gmail.com,60133231775,,
APPROVED GROUP INTERNATIONAL SDN. BHD.,varsha@agi.my,60361886311,,
EDUFOOD TRAINING AND CONSULTANCY,nadzirah.sal@gmail.com,6.01138E+11,,
WITTY CHARMAN COTS SDN. BHD.,wendy@wittycharman.com,60123878395,,
NOVA GLOBAL MANAGEMENT SDN. BHD.,novagmsb@gmail.com,60163979157,,
LFC TRAINING & CONSULTANCY,lfchan33@gmail.com,60380819877,,
ALIF CONSULTANT PLT,jisyukran@gmail.com,60192408242,,
"PERSATUAN JARINGAN PEMBANGUNAN MANUSIA LUAR BANDAR, MALAYSIA ( (DHRRA MALAYSIA)",sara@dhrramalaysia.org,60125267923,,
CKM ADVISORY SDN. BHD.,sarah.hamdi@ckmadvisory.com,6.01111E+11,,
EPTC CONSULTANCY,carolwong001@gmail.com,60192820370,,
ADVANCE RETRO SOLUTION SDN. BHD.,admin@ars-sb.com,60380660619,,
THIFAL NIAGA ENTERPRISE,hidayu.thifal@gmail.com,6.0111E+11,,
MASTER RETAIL & ENTREPRENEUR CENTRE SDN. BHD.,osman_azlin@yahoo.com,6.03019E+12,,
CACTION SDN. BHD.,finance@caction.com,60122786573,,
ECO SENTIDO SDN. BHD,sootyng@ecosense.com.my,6038942985,,
RIZUKE ASIA SDN. BHD.,kent@rizuke.biz,60380703818,,
MOSTWELL SDN. BHD.,mostwell.hr@gmail.com,60123323775,,
MOMENTUM IMPIAN EKSKLUSIF RESOURCES,sharimigroup@gmail.com,60139979766,,
RAMSAT (M) SDN. BHD.,yogi@ramsat.com.my,60350310634,,
ECI HR SOLUTIONS SDN. BHD.,yeepheyfern@hotmail.com,60125269913,,
ES TUTORIAL VENTURES SDN. BHD.,estutorial.sahabatdbp@gmail.com,60351611077,,
TKM TALENT HUB,tkmtalenthub@gmail.com,60166171621,,
VIA COMMERCE SDN. BHD.,info@viacommerce.org,60138681346,,
CHESAPEAKE TRAINING CONSULTANCY SDN. BHD.,shidaemc@gmail.com,60133655750,,
KITA FOCUS SOLUTIONS SDN. BHD.,enquiry@kitafocus.com,60360510689,,
SR TRAINING & CONSULTANCY CENTRE SDN. BHD.,srtc.hqteams@gmail.com,6.01123E+11,,
PETERSON PROJECTS AND SOLUTIONS (MALAYSIA) SDN. BHD.,vsoosai@onepeterson.com,60172612340,,
FEIRAN TECHNOLOGY SDN. BHD.,nor@feiran.com.my,60377261230,,
MY GARUDA EDU SDN. BHD.,mygarudaedu@gmail.com,60102137579,,
NPR SKILL ACADEMY SDN. BHD.,admin@npracademy.edu.my,60361866790,,
BELAJAR JAYA VENTURES,belajarjayaventures@gmail.com,60163237000,,
KNKV GROUP SDN. BHD.,hr@knkvgroup.com,60124202049,,
OWNERS CIRCLE ACADEMY SDN. BHD.,compliance@ownerscircle.asia,60126878882,,
BIG 5 EXECUTIVE ACADEMY SDN. BHD.,navagonnd@gmail.com,60127732709,,
ARRO CRIME SAFETY CONSULTANCY PLT,shamir.lah@gmail.com,60149053442,,
COLUS SDN. BHD.,chrisraj@colus.com.my,60122067867,,
LKS CONNECTIONS SDN. BHD.,lksconnections3@gmail.com,60192656848,,
KC QUALITY MANAGEMENT,kelvinthech@gmail.com,60126520689,,
TRISYSTEMS ENGINEERING SDN. BHD.,shairabanu.omar@trisys.com.my,60374553838,,
MUTUAL EMPIRE SDN. BHD.,zubida@fim.edu.my,60123667800,,
RYMNET SOLUTIONS SDN. BHD.,enquiry@rymnet.com,60376222546,,
FIRST SKILLS PLT,mshariff.harun@gmail.com,60122867588,,
ZAR ALFATEH RESOURCES,zaralfateh.resources@gmail.com,60192808492,,
BUMI NETWORK CONSULTANCY SDN. BHD.,shyamlee@bumiconsultancy.com,60126050050,,
JELANG RESTU SDN. BHD.,jelangrestux@yahoo.com,60392128099,,
AKADEMI BATERIKU SDN. BHD.,syafiqah.lokeman@bateriku.com,60192336874,,
IQP SOLUTIONS,iqps.zulhazri@gmail.com,60139903323,,
PERTUBUHAN KEBANGSAAN PEKERJA BERKEMAHIRAN,pkpb_kewangan@yahoo.com,60137733676,,
KPK MILLENNIUM CONSULTANCY,KAVITHA@KPKMILLENNIUM.COM.MY,60142644580,,
APPLIED ENERGY SOLUTIONS SDN. BHD.,helloaurateam@gmail.com,60129878600,,
BAYABUMI SDN BHD,lavinsaa@bayabumi.com.my,6.01157E+11,,
RICHKEY CREATIVE,richkeytraining@gmail.com,60175675339,,
NSN GEMILANG ENTERPRISE,nsn.gemilang@gmail.com,6.01112E+11,,
SIDALUSAR RESOURCES,datosobriahmad@gmail.com,60122203566,,
Q STUDY SDN. BHD.,admin@qstudyworld.com,60380691614,,
ERA BARU TRAINING AND CONSULTING SDN. BHD.,veeresh@erabarutraining.com,60149664278,,
AS ONE RESOURCES,asoneresources@gmail.com,6.01111E+11,,
INTELLECT ACADEMY MALAYSIA,intellectacademy.malaysia@gmail.com,6.01137E+11,,
INFOQUEST E-SOLUTION SDN. BHD.,nachia@infoquest.com.my,60123392214,,
VESTA PMS (SARAWAK) SDN. BHD.,vestapmssarawak@gmail.com,60392128099,,
PERTIWI MALAYA (M) SDN. BHD.,info.pertiwimalaya@gmail.com,6013-5811990,,
EYE TALENT RESOURCES,eyetalentresources@gmail.com,60122426624,,
KNR BIZ SOLUTION SDN. BHD.,rosman.abubakar@gmail.com,60133757582,,
VANEYE CONSULTANCY & MANAGEMENT SDN. BHD.,vaneye28@gmail.com,6014997412,,
MALBIZ CONSULTANTS SDN. BHD.,1967hbi@gmail.com,60122265294,,
ALMA BRAINY SOLUTION,azrulfmd@albrainy.com,60186672110,,
HO INTERNATIONAL CONSULTING PLT,hointernationalplt@gmail.com,6.01112E+11,,
SSK TRAINING & CONSULTANCY SERVICES SDN. BHD.,ssktraining@gmail.com,60167602625,,
DYNAMIS INVENTION SDN. BHD.,shoba@dynamisinvention.com,60333223742,,
VICTORIA INTERNATIONAL SCHOOL SDN. BHD.,admin@victoria.edu.my,60331812020,,
MALAYSIAN NATIONAL COMMITTEE ON LARGE DAMS,secretariat@mycold.com.my,60389212020,,
STARTLAH INNOVATION PLT,adzzahani@startlah.my,6.01124E+11,,
CTI RESOURCES SDN. BHD.,operation@ctiresources.com.my,60351917818,,
SPARK CAPITAL DEVELOPMENT BERHAD,yoga@scdb.com.my,60146155770,,
KLASWORKS PLT,fuziah.klasworks@gmail.com,60122115174,,
ASIAN TRANSFORMATION ACADEMY PLT,asiantransformationlouis@gmail.com,60172487416,,
CNNS TECHNASCO SDN. BHD.,cnnstechnascov@yahoo.com,60392128099,,
MATRIX HSE RESOURCES SDN. BHD.,matrix@matrixhse.com,60380624882,,
CUTTING EDGE PICTURES SDN. BHD.,cuttingedgepic2023@gmail.com,60122498237,,
AGRO VOLTEC ENTERPRISE,srisuthesh_chelladurai@yahoo.com,6.0017E+11,,
MINDAPPZ SDN. BHD.,support@mindappz.com,60379549197,,
SURIAA HAMILTON RESOURCES,surain17@gmail.com,60103830017,,
H&M TRAINING CONSULTANCY,halizamohammad26@gmail.com,60390112542,,
IEMX SDN. BHD.,rusimf.edu@gmail.com,60193012585,,
DHISHANIE SERVICES,devaky@dhishanieservices.com,60163221851,,
